Title,Link,ID,Date,Description
Research Computing and Data Professional,https://www.indeed.com/rc/clk?jk=57daef5237d67eda&fccid=662e23242ca7a7c3&vjs=3,job_57daef5237d67eda,7 days ago,"Posting Information
Posting Number
PG192940EP

Internal Recruitment
No

Working Title
Research Computing and Data Professional

Anticipated Hiring Range
$90,000 - $110,000

Work Schedule
Weekdays - some weekend work may be required

Job Location
Raleigh, NC

Department
Research Computing

About the Department
OIT Research Computing provides storage and compute services to support the computational requirements of researchers and instructors from across NC State University. Research Computing services include High Performance Computing (HPC), Research Storage, and in conjunction with NC State University Libraries a Research Facilitation Service. Active research projects range from computational models of structures, systems, climate, weather, air quality, oceans, and beaches – to molecular dynamics and quantum mechanical calculations – to genomic assemblies and analysis – to artificial intelligence, large language models, and machine learning. There are more than 200 currently active research projects utilizing the HPC service in addition to a number of courses that take advantage of the service each semester to provide students experience using HPC resources.

Essential Job Duties
HPC Computational Scientists facilitate the utilization of the university’s HPC resources. This facilitation takes a number of forms including:
Installing and maintaining some core applications
Assisting with porting community and user applications
Assisting with optimizing applications to run effectively
Assisting in debugging application issues, identifying and advocating solutions for new or unmet computational needs
Consulting to assist with identifying appropriate applications and resources
Developing and delivering effective instructional modules on use of HPC resources (in person and online)
In-depth research collaboration as a member of a few research project teams supporting the projects computational needs

Other Responsibilities
This position will serve as senior staff to assist in grant proposal preparation to support the computational science needs of research projects. Less often this position may initiate grant proposals for resources to enhance the HPC services available to NC State researchers and instructors. The fraction of effort spent doing in-depth collaboration may vary over time and other duties will be adjusted or to some extent collaborative work may be taken on as overload on top of other job responsibilities.
The position will work closely with faculty and students who utilize the HPC resources. Assisting students to gain HPC skills is a critical responsibility for the position both to enhance the students skills and to help reduce future support needs. Additionally, this position may help direct and mentor HPC student interns.

Qualifications
Minimum Education and Experience
Master of Science in a computationally related science or engineering discipline, or a bachelor’s degree plus alternative or equivalent professional training and experience may be substituted for the advanced degree on an exceptional basis.

Two years of experience using shared HPC resources and experience assisting others with use of HPC resources or equivalent professional training and experience. HPC experience may include time while doing graduate studies.

Other Required Qualifications
Experience using the message passing parallel programming model.
Proficiency with a high level programming language such as Python, Fortran, or C.
Proficiency using a Linux shell environment.
Proficiency using a job scheduling system (such as Slurm or LSF).
Effective written and oral communication skills.
Ability to work independently with minimal day to day management.
Ability to work collaboratively with researchers (faculty members and students).

Preferred Qualifications
PhD in computationally related math, science, or engineering discipline preferred.
Experience with shared memory parallel programming.
Experience with GPU programming for scientific/engineering computations.
Experience with Python or R, particularly working in multi-user environment.
Two or more years of software development experience.

Required License(s) or Certification(s)
N/A

Valid NC Driver's License required
No

Commercial Driver's License required
No

Recruitment Dates and Special Instructions
Job Open Date
10/23/2023

Anticipated Close Date
Open Until Filled

Special Instructions to Applicants
Please include as attachments your Resume/CV and a cover letter.

Position Details
Position Number
00061981

Position Type
EHRA Non-Faculty

Full Time Equivalent (FTE) (1.0 = 40 hours/week)
1.00

Appointment
12 Month Recurring

Mandatory Designation - Adverse Weather
Mandatory - Adverse Weather

Mandatory Designation - Emergency Events
Mandatory - Fire/Explosions, Mandatory - Medical Emergencies, Mandatory - Hazardous Material Incidents, Mandatory - Transportation Accidents, Mandatory - Evacuations/Natural Hazards, Mandatory - Utilities/Infrastructure Failure, Mandatory - Threats of Violence/Terrorism/Interpersonal Emergencies

Department ID
517001 - Research Computing

AA/EEO
NC State University is an equal opportunity and affirmative action employer. All qualified applicants will receive consideration for employment without regard to race, color, national origin, religion, sex, gender identity, age, sexual orientation, genetic information, status as an individual with a disability, or status as a protected veteran. Individuals with disabilities requiring disability-related accommodations in the application and interview process are welcome to contact 919-515-3148 to speak with a representative at the Office of Institutional Equity and Diversity.

If you have general questions about the application process, you may contact Human Resources at (919) 515-2135 or workatncstate@ncsu.edu.

Final candidates are subject to criminal & sex offender background checks. Some vacancies also require credit or motor vehicle checks. Degree(s) must be obtained prior to start date in order to meet qualifications and receive credit.

NC State University participates in E-Verify. Federal law requires all employers to verify the identity and employment eligibility of all persons hired to work in the United States."
Data Scientist – NLP and Machine Learning,https://www.indeed.com/rc/clk?jk=c6fe0c7c80909c16&fccid=4fa82a67a37be7f1&vjs=3,job_c6fe0c7c80909c16,,"Sciome develops and deploys software solutions that leverage text-mining and natural language processing methodologies to identify, extract and integrate key scientific data and concepts from scientific publications in support of a variety of literature-driven research efforts, primarily in the domains of health and environmental science. The successful candidate will work as part of a diverse team, using their natural language processing and machine learning expertise to research, develop and integrate state-of-the-art text processing methods into our tools and analysis pipelines. In addition, the candidate will have a unique chance to work with leading scientists having wide ranging perspectives on scientific issues and to progress his/her career in a growing organization.
This is a great time to join our growing team. This position promises an impactful career in a fun and relaxed work environment. Detailed position description with technical details is provided below:
Education
Masters or PhD in Computer Science, Natural Language Processing, Computational Linguistics, Statistics, Bioinformatics or related discipline.
Desired Skillset
The ideal candidate will have experience in several of the following areas:
Development and implementation of novel methods for data extraction from free text data, including named entity recognition, relation extraction, part of speech tagging, etc.
Experience coding and debugging deep learning neural networks for text and image processing in PyTorch, Keras and/or TensorFlow.
Development and implementation of methods for topic modeling, document clustering and text summarization.
Development and implementation of methods for unsupervised identification of keywords and for detection of word similarity: latent semantic indexing, brown clustering, word2vec, etc.
Design and coding of algorithms that can enable researchers to identify, categorize, prioritize and process large volumes of free-text scientific literature.
Development and implementation of methods for image classification, image segmentation and object identification.
Experience with supervised, unsupervised and semi-supervised machine learning methods.
Experience with the key open source software resources in these domains.
Software coding experience in multiple languages is preferred.
Strong communication and writing skills in English are essential.
The ideal candidate will have a proven track record of scientific publication in the fields of machine learning, deep learning, and/or natural language processing.
Must be eligible to work in the U.S.
How to apply
Send your detailed CV via email to jobs@sciome.com.
Refer to position title Data Scientist – NLP and Machine Learning
Provide your contact information and a good time to reach you via phone"
Data Engineer / Analyst,https://www.indeed.com/rc/clk?jk=a9282f097397f900&fccid=447e5079e20f78f1&vjs=3,job_a9282f097397f900,,"Locus Biosciences is seeking a highly motivated and entrepreneurial applicant to join our team. In this role, you will be responsible for developing, maintaining, and troubleshooting workflows and associated architecture to process and distribute data. You will play a pivotal role establishing automation that integrates our Electronic Lab Notebook with data generated via high-throughput robotics, ensuring that results of these workflows are delivered in a timely manner to support data-driven decision making. Additionally, you will be responsible for performing bioinformatic and general data analysis tasks across our clinical, manufacturing, and R&D departments, making this an ideal position for candidates that desire a broad array of experiences. Your contributions will be instrumental in streamlining our lab operations, enabling insightful data analysis, and accelerating the clinical deployment of Locus’ engineered phage therapies.
Why Locus?

Change the future of medicine and address serious and unmet patient needs by developing engineered bacteriophage as a novel therapeutic modality and generalizable drug development platform
Fast-track your career by tackling large & meaningful projects on the cutting edge of science
Work with a team of exceptionally talented and hardworking individuals while striving to achieve a common mission
Partner with some the most highly respected companies and organizations in the world
Free access to fitness center and wellness classes
Responsibilities may include:
Automated analysis pipeline creation, deployment using cloud infrastructure, maintenance, and testing.
Collaborate with bioinformaticians, biologists, and clinicians to develop and implement analysis workflows to address specific research questions and company objectives
Develop and implement methodologies to capture, store, and visualize data from Electronic Lab Notebook, automated instruments, and high-throughput experiments.
Integration of pipelines with cloud storage, databases, and visualization software.
Implement quality control checks and data pre-processing steps to ensure the integrity of data
Dashboard development to rapidly return results to researchers and decision makers
Continuous and frequent communication and presentations across company

Required Qualifications:
The ideal candidate is available for on-site work; however, hybrid and remote candidates will be considered.
A MS in Bioinformatics, Genomics, Biomedical Informatics, or related quantitative field, OR a BS with an equivalent level (2+ years) of demonstrable professional experience
Familiarity with bioinformatics tools, genomics data, and resources
Strong proficiency in R, Julia, and/or Python and proven experience in developing data processing pipelines
Familiarity with Linux/Unix, Bash, and SQL
Experience developing software collaboratively using version control systems (e.g. Git)
Willingness to develop solutions to difficult objectives, communicate findings, and deliver results independently or as part of a team
Desire to build automated feedback systems to improve operational excellence over time
Desired Qualifications:
Hands-on experience with (bio)statistics
Working knowledge of genetics and/or microbiology
Hands on experience with at least one cloud compute provider (AWS, GCP, Azure, etc.)
Experience working with lab automation or high-throughput screening technologies
Working knowledge of microbiology and/or clinical trials
Experience deploying CI/CD architectures
Experience or understanding of solving common IT issues related to the listed responsibilities, such as internet routing, networking, firewalls, and access control
Knowledge of machine learning techniques and their applications in bioinformatics
Job Type: Full-Time
Job Location: Research Triangle Park, North Carolina
Direct applicants only. No agencies please."
Senior Data Scientist I,https://www.indeed.com/rc/clk?jk=69aafaa87428dcc5&fccid=098f028fec64b983&vjs=3,job_69aafaa87428dcc5,,"Are you looking to apply your advanced Data Scientist experience?
Would you enjoy working on our cutting-edge products?
Join us in shaping a more just world.
About Us
LexisNexis, a part of RELX, is a leading global provider of legal, regulatory, and business information. We help customers increase productivity and improve decision-making and outcomes. Our 10,500 experts and innovative tools help us shape a better world for our customers and communities.
About the Role
As a Senior Data Scientist, you will define project scopes. You will support the development and training of junior staff. You will develop best practices as a project leader. You will work within your team to execute increasingly sophisticated approaches to deliver outcomes in a timely manner.
Responsibilities
Executing team's Data Science best practices
Offering mentor support to more junior Data Scientists
Taking a lead in developing of models and analytics
Building models, performing analytics and creating AI features
Presenting results to internal stakeholders
Interacting with customers and clients where required
Requirements
Have experience using NLP tools and methods such as OpenNLP, Stanford NLP, LDA, Gensim, spaCy
Have substantial textual analytics experience, specifically unstructured data
Have proficiency training large scale models in at least one modern deep learning engine such as Tensorflow, Keras, PyTorch/Torch, MXNet, Caffe/Caffe2
Have experience using Machine Learning and associated packages like scikit-learn, pandas, Numpy and an in-depth understanding of machine learning techniques such as classification, clustering, recommendation systems, and statistical models
Have substantial years of recent coding experience using Python AND/OR (Java OR Scala)
Maintain current knowledge base of state-of-the-art ML algorithms (BERT, ELMo, GPT, etc.), API's, and open-source methods, able to quickly evaluate alternatives
Have experience with Visualization/Dashboarding, ElasticSearch, Solr, Graph DBs (i.e., JanusGraph, Neptune, etc.)
Have experience with Cloud computing/DevOps and familiarity with Cloud-based Machine Learning environments
Have a willingness to be hands on with whatever tasks the team needs to advance its projects
Have the capability to unblock team members by helping solve their most difficult problems
Work in a way that works for you
We promote a healthy work/life balance across the organization, with various flexible and remote working options available to employees
Working with Us
LexisNexis Legal & Professional is proud to be an equal-opportunity employer. We are committed to equal opportunity employment regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. Together, we are building a diverse and inclusive workplace.
Working for you
We believe in a healthy work/life balance. We know that your well-being and happiness are key to a long and successful career. These are some of the benefits we are delighted to offer:
Comprehensive, multi-carrier health plan benefits
Disability insurance
Dependent care and commuter spending accounts
Life and accident insurance
Retirement benefits (salary investment plan/employer stock purchase plan)
Modern family benefits, including adoption and surrogacy
About our Team
LexisNexis is a data and analytics company with 10,500 colleagues serving customers in more than 150 countries. We’re one of the largest information and analytics companies on the planet. We design solutions that help our customers increase productivity, improve decision-making and outcomes, and be more successful.
LexisNexis, a division of RELX Group, is an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age, marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law. We are committed to providing a fair and accessible hiring process. If you have a disability or other need that requires accommodation or adjustment, please let us know by completing our Applicant Request Support Form:
https://forms.office.com/r/eVgFxjLmAK
.
Please read our
Candidate Privacy Policy
."
Data Scientist,https://www.indeed.com/rc/clk?jk=775d570f697fa1ae&fccid=6f7bb2be52c99d2b&vjs=3,job_775d570f697fa1ae,,"Durham, NC | Austin, TX | Remote | Full Time
Data Scientist
We're looking for Data Scientists to work on our core and business products to help shape the future of what we build at Hyperspace Ventures. You will enjoy working with various data sets, cutting edge technology, and the ability to see your insights turned into real products on a regular basis. The perfect candidate will have a background in a quantitative or technical field, will have experience working with large data sets, and will have some experience in data-driven decision making. You are focused on results, a self-starter, and have demonstrated success in using analytics to drive the understanding, growth, and success of a product.

Responsibilities:
Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with both our consumer and business products
Partner with Product and Engineering teams to solve problems and identify trends and opportunities
Inform, influence, support, and execute our product decisions and product launches
The Data Scientist Analytics role has work across the following four areas:

Product Operations
Forecasting and setting product team goals
Designing and evaluating experiments
Monitoring key product metrics, understanding root causes of changes in metrics
Building and analyzing dashboards and reports
Building key data sets to empower operational and exploratory analysis
Evaluating and defining metrics

Exploratory Analysis
Proposing what to build in the next roadmap
Understanding ecosystems, user behaviors, and long-term trends
Identifying new levers to help move key metrics
Building models of user behaviors for analysis or to power production systems

Product Leadership
Influencing product teams through presentation of data-based recommendations
Communicating state of business, experiment results, etc. to product teams
Spreading best practices to analytics and product teams

Data Infrastructure
Working in Hadoop and Hive primarily, sometimes MySQL, Oracle, and Vertica
Automating analyses and authoring pipelines via SQL and python based ETL framework

Minimum Qualifications:
2+ years experience doing quantitative analysis
BA/BS in Computer Science, Math, Physics, Engineering, Statistics or other technical field
Experience in SQL or other programming languages
Development experience in any scripting language (PHP, Python, Perl, etc.)
Experience communicating the results of analyses with product and leadership teams to influence the strategy of the product
Knowledge of statistics (e.g., hypothesis testing, regressions)
Experience manipulating data sets through statistical software (ex. R, SAS) or other methods

Preferred Qualifications:
Advanced degrees
Experience with distributed computing (Hive/Hadoop)"
Data Reviewer/Senior Research Associate/Associate Scientist,https://www.indeed.com/rc/clk?jk=7baf874ddf8ac450&fccid=bf58a5b90bea7c32&vjs=3,job_7baf874ddf8ac450,,"Position Summary:
Reviews data associated with development and qualification of analytical methods and testing of in-process and drug substance/product samples.
Position Responsibilities:
Reviews data and reports associated with development and qualification of analytical methods and testing of in-process and drug substance/drug product samples.
Verifies that calculations and documented information are present, complete, and accurate.
Verifies that all analyses are performed per methodology and are in compliance with GMP requirements, when applicable.
Understands experiments and assays used to develop methods and/or test samples. Maintains and updates knowledge of instrumentation.
Maintains professional expertise through familiarity with scientific literature.
Responsible for developing a current understanding of cGMP and other regulatory requirements.
Able to react to change productively and handle other essential tasks as assigned.
Minimum Requirements:
For Senior Research Associate: B.S. degree and 4-5 years of related experience. M.S. and 2-3 years of related experience.
For Associate Scientist: B.S. degree and 5-7 years of related experience. M.S. and 4-5 years of related experience.
Able to react to change productively and handle other essential tasks as assigned.
Salary: $65,000 - $85,000
Salary range provided per current averages and expectations. The salary and job title for this opening will be based on the selected candidate’s qualifications and experience and may be outside this range. KBI has a robust total rewards strategy which includes an annual bonus structure for all employees, medical, dental, and vision coverage, paid PTO and holidays, Sabbatical program, 401K matching with 100% vesting in 60 days and employee recognition programs.
KBI Biopharma, Inc. (KBI) is committed to providing a safe and healthy workplace. Any employee entering a KBI site located in the US must either (1) have provided proof of full vaccination (as defined by the CDC) with a COVID-19 vaccination which has been granted FDA approval or Emergency Use Authorization; or (2) perform weekly COVID-19 testing with negative test results.
KBI Biopharma, Inc. is an EEO/AA employer and actively seeks to diversify its work force. Therefore, all qualified applicants, regardless of race, color, national origin, religion, gender, gender identity, sexual orientation, age, disability or veteran status, are strongly encouraged to apply.
I understand that neither the completion of this application nor any other part of my consideration for employment establishes any obligation for KBI Biopharma, Inc. to hire me. If I am hired, I understand that either KBI Biopharma, Inc. or I can terminate my employment at any time and for any reason, with or without cause and without prior notice. I understand that no representative of KBI Biopharma, Inc. has the authority to make any assurance to the contrary.
I attest with my signature below that I have given to KBI Biopharma, Inc. true and complete information on this application. No requested information has been concealed. I authorize KBI Biopharma, Inc. to contact references provided for employment reference checks. If any information I have provided is untrue, or if I have concealed material information, I understand that this will constitute cause for the denial of employment or immediate dismissal."
"Scientist 2, Data Science",https://www.indeed.com/rc/clk?jk=521d3ab58f5c68a1&fccid=951ab475814d0147&vjs=3,job_521d3ab58f5c68a1,,"Responsibilities:
Collect, manage, analyze, and interpret complex scientific data from multiple sources to support technology development and clinical validation.
Develop, validate, and optimize data-driven models and pipelines for analyzing genomics, microbiology, and molecular biology data.
Develop and implement algorithms for data normalization, clustering, classification, and feature selection.
Contribute to the design, execution, and interpretation of experimental data generated from in-house R&D and customer studies.
Collaborate with cross-functional teams to deliver high-quality results.
Requirements:
A degree in a relevant field such as data science, bioinformatics, computer science, or statistics
Knowledge of medical devices, genomics, molecular biology, or microbiology
Experience with programming languages such as Python or R
Familiarity with statistics
Strong analytical and problem-solving skills
Proficiency in version control tools and reproducible research practices
Excellent communication skills and ability to present findings to non-technical stakeholders.
Passion for data-driven decision-making and eagerness to learn and grow.
Demonstrate flexibility to quickly learn and adopt new technologies.
3-5 years of experience
Experience working in the cloud.
Familiarity querying databases.
Basic knowledge of batch scripts
Familiarity with machine learning."
"Technical Support Engineer, FinOps - EMEA Hours",https://www.indeed.com/rc/clk?jk=d830dad5cbaaeef4&fccid=de71a49b535e21cb&vjs=3,job_d830dad5cbaaeef4,,"Introduction
At , work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of and solve some of the world's most challenging problems? If so, lets talk.

Your Role and Responsibilities
We are seeking individuals with technology, to provide complex support services of our flagship SaaS solution. Reporting to the Manager of Customer Support, this individual will work closely with our customers and Customer Success Managers to provide break-fix support, operational maintenance, and premium support services. This position is an integral part of Apptio's long-term relationship with its global customers, and the efforts put forth by this individual will directly impact the long-term success of the relationship. In order to succeed in this team, this individual must have the passion and energy to work in an entrepreneurial and fast-paced environment.

Apptio is the CIOʼs business management system. We build advanced data and analytics applications that help all IT leaders understand and make informed decisions about their technology investments, capitalize on cloud transformation, and drive innovation within their organization. We call it Technology Business Management (TBM). Our TBM solution experts believe deeply in Apptio's potential to lead our market and disrupt the IT industry on a daily basis. We are passionate about what we do and are driven by a common mission to support and elevate the role of CIOs within their organization. We are team players with an entrepreneurial spirit and an eye on results. We work in a highly collaborative and agile environment where we strive to continuously improve.

Responsibilities
Support and maintain customers who have implemented the Apptio SaaS solution, resolving customer issues in a timely fashion.
Operational management of clients (e.g. helping to load new data, maintaining and validating dashboard/report outputs, etc.)
Build and maintain excellent relationships with clients and achieve the highest level of customer satisfaction.
Work as part of our extended support team in a startup atmosphere, doing whatever it takes to exceed customer expectations.
Use your business and technical analysis skills and knowledge of IT environments to solve complex issues and promote best practices.
Collaborate with other departments in the company to achieve customer satisfaction.
Shift: EMEA Hours – 12am EST - 8am EST – (Monday-Friday)

Required Technical and Professional Expertise
Experience in technical support, and system implementation/administration.
US resident & able to pass a Public Trust background investigation.
Knowledge of public cloud service providers such as AWS, Azure, and Google Cloud
Knowledge and application of relational database concepts.
Skilled at working with large data sets in Excel, quickly detecting and resolving data-related issues.
Skilled at completing technical design via iterative mockups.
Basic programming skills, e.g. HTML, SQL.

Preferred Technical and Professional Expertise

Strong analytical and problem-solving skills.
Strong skills in data analysis/manipulation.
Ability to quickly comprehend complex spreadsheets/data in order to streamline the underlying processes into the Apptio solution; versed in formulaic logic (e.g. Excel).
Self-starter – able to come up to speed on complex, difficult concepts with minimal assistance.
Ability to quickly context-switch between multiple complex work streams.
Instinctive ability to subdivide problems into basic components in order to efficiently pinpoint root cause of issues.
Client-focused attitude — a customer advocate.
Team player with solid communication and presentation skills.
Specific knowledge and application of IT services and financial management including budgeting cost allocations, capital & operating expense handling, program portfolio management, and application/infrastructure support.
Operational knowledge of IT infrastructure domains including data centers, network/communications, server utilization, virtual environments, storage, and application development & maintenance.

About Business Unit
Software infuses core business operations with intelligence—from machine learning to generative AI—to help make organizations more responsive, productive, and resilient. Software helps clients put AI into action now to create real value with trust, speed, and confidence across digital labor, IT automation, application modernization, security, and sustainability. Critical to this is the ability to make use of all data, because AI is only as good as the data that fuels it. In most organizations data is spread across multiple clouds, on premises, in private datacenters, and at the edge. ’s AI and data platform scales and accelerates the impact of AI with trusted data, and provides leading capabilities to train, tune and deploy AI across business. ’s hybrid cloud platform is one of the most comprehensive and consistent approach to development, security, and operations across hybrid environments—a flexible foundation for leveraging data, wherever it resides, to extend AI deep into a business.

Your Life @ IBM
In a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as IBMers as we strive to be the catalyst that makes the world work better.
Being an IBMer means you’ll be able to learn and develop yourself and your career, you’ll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background.
Our IBMers are growth minded, always staying curious, open to feedback and learning new information and skills to constantly transform themselves and our company. They are trusted to provide on-going feedback to help other IBMers grow, as well as collaborate with colleagues keeping in mind a team focused approach to include different perspectives to drive exceptional outcomes for our customers. The courage our IBMers have to make critical decisions everyday is essential to IBM becoming the catalyst for progress, always embracing challenges with resources they have to hand, a can-do attitude and always striving for an outcome focused approach within everything that they do.
Are you ready to be an IBMer?

About IBM
IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.

Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business.

At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement
IBM offers a competitive and comprehensive benefits program. Eligible employees may have access to:

Healthcare benefits including medical & prescription drug coverage, dental, vision, and mental health & well being
- Financial programs such as 401(k), the IBM Employee Stock Purchase Plan, financial counseling, life insurance, short & long- term disability coverage, and opportunities for performance based salary incentive programs
Generous paid time off including 12 holidays, minimum 56 hours sick time, 120 hours vacation, 12 weeks parental bonding leave in accordance with IBM Policy, and other Paid Care Leave programs. IBM also offers paid family leave benefits to eligible employees where required by applicable law
Training and educational resources on our personalized, AI-driven learning platform where IBMers can grow skills and obtain industry-recognized certifications to achieve their career goals
Diverse and inclusive employee resource groups, giving & volunteer opportunities, and discounts on retail products, services & experiences

The compensation range and benefits for this position are based on a full-time schedule for a full calendar year. The salary will vary depending on your job-related skills, experience and location. Pay increment and frequency of pay will be in accordance with employment classification and applicable laws. For part time roles, your compensation and benefits will be adjusted to reflect your hours. Benefits may be pro-rated for those who start working during the calendar year.

We consider qualified applicants with criminal histories, consistent with applicable law.

US Citizenship Required.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, caste, genetics, pregnancy, disability, neurodivergence, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
Statistician,https://www.indeed.com/rc/clk?jk=37f23c17a36dc81b&fccid=4fa82a67a37be7f1&vjs=3,job_37f23c17a36dc81b,,"Sciome consults with leading researchers across the globe and provides analytics support for experiments generating large volumes of scientific data from a variety of health and environmental projects. Sciome has an opportunity for a Statistician to provide data analytical support for diverse set of studies that investigate the complex relationship between genetic and environmental factors or potential therapeutics on biological systems. Our clients generate massive amounts of scientific data via varied high throughput technologies, and such projects require systematic analysis of multidimensional data using state of the art statistical and machine learning techniques. The candidate will have a unique chance to work with leading scientists having wide ranging perspectives on scientific issues and to progress his/her career in a growing organization.
Education
Masters or PhD degree in Statistics / Mathematics or closely related field.
Key Responsibilities
Design, develop, and implement mathematical or statistical projects involving analysis of clinical and/or animal studies aimed at assessing impact of environmental or therapeutic exposure on key biological endpoints.
Contribute towards application of statistical approaches for analysis of genomics, toxicology, environmental or clinical data.
Participate in development of novel quantitative approaches, or customization of statistical methods per project needs.
Identify analytical and computational bottlenecks involved in analysis and developing techniques to resolve them efficiently.
Ensure appropriateness and applicability of mathematical, statistical, or research techniques utilized, and contribute towards rigorous evaluation and validation.
Assist in evaluation and documentation of statistical methodologies used; and prepare recommendations based on mathematical or statistical findings.
Participate in manuscript/report preparation to accurately summarize study design, methods, analysis plans and interpretation of results.
Desired Skillset
The ideal candidate will have experience in several of the following areas:
In-depth knowledge of core statistical principles and various area of statistical sciences such as generalized linear and additive models, mixed effects models and other multivariate methods, Bayesian methods, power and sample size calculation, dimensionality reduction etc.
Familiarity with commonly used machine learning methods including support vector machines, random forests, deep learning etc. for signal enhancement and classifier development.
Experience with high dimensional parameter estimation in the presence of missingness via multiple imputation or expectation-maximization algorithm.
Familiarity with latent variable or hidden Markov models.
Demonstrated ability to select appropriate statistical techniques given a data analysis problem.
Experience with application of data-compression and sub-group detection techniques involving large mixed feature sets.
Experience with implementation of multi-stage workflows and automated report generation is preferred.
Experience with the use of statistical packages in R, SAS, MATLAB and Sci-kit
Scientific programming experience using scripting languages such as Perl, Python is preferred.
Strong communication and writing skills in English are essential.
The ideal candidate will have a proven track record of scientific publication in biostatistics, bioinformatics, life sciences or related scientific domains.
Must be eligible to work in the U.S.
How to Apply
Send your detailed CV via email to jobs@sciome.com.
Refer to position title Statistician.
Provide your accurate contact information."
Deep Learning Architect - New College Grad 2024,https://www.indeed.com/rc/clk?jk=2a91d19155c0ef6c&fccid=c267f29f0f85e8b8&vjs=3,job_2a91d19155c0ef6c,,"We are now looking for a Deep Learning Architect - New College Grad. NVIDIA is seeking creative programmers and architects who love to squeeze out every cycle of performance from deep learning codes. The team is doing groundbreaking development around computer architecture; building GPU’s that are better at deep learning, as well as writing performance optimized code that will be built into all our major libraries.
If you someone with a deep understanding of architecture performance, and you enjoy working at the intersection of hardware and software, and you're passionate about deep learning, this role may be a great one for you. We are at the forefront of this industry space and would love a chance to talk to you about the work we are doing. In this role, you will write code that ships in our deep learning libraries, as well as guide the course of our future GPU architectures. This position offers the opportunity to have real impact in a dynamic, technology-focused company.
What you’ll be doing:
Develop innovative HW, DSP, GPU and system architectures to extend the state of the art in deep learning performance and efficiency
Analyze and prototype key deep learning and data analytics algorithms and applications
Understand and analyze the interplay of hardware and software architectures on future algorithms and applications
Collaborate across the company to guide the direction of machine learning, working with software, research and product teams
What we need to see:
Completing your MS or PhD in a relevant discipline (CS, EE, Math) or equivalent experience
Strong mathematical foundation in machine learning and deep learning
Expert programming skills in C, C++, Perl, or Python
Familiarity with GPU computing (CUDA, OpenCL) and HPC (MPI, OpenMP)
Strong knowledge and coursework in computer architecture
Ways to stand out from the crowd:
Background with systems-level performance modeling, profiling, and analysis
Experience in characterizing and modeling system-level performance, executing comparison studies, and documenting and publishing results
NVIDIA is widely considered to be one of the technology world’s most desirable employers. We have some of the most brilliant and talented people on the planet working for us. If you're creative and autonomous, we want to hear from you!
The base salary range is $100,000 - $184,000. Your base salary will be determined based on your location, experience, and the pay of employees in similar positions.
You will also be eligible for equity and
benefits
.
NVIDIA is committed to fostering a diverse work environment and proud to be an equal opportunity employer. As we highly value diversity in our current and future employees, we do not discriminate (including in our hiring and promotion practices) on the basis of race, religion, color, national origin, gender, gender expression, sexual orientation, age, marital status, veteran status, disability status or any other characteristic protected by law.
#deeplearning"
